english	category	sub_category	source
Description: <colNum0>Kill a Tormented Demon whilst their shield is inactive.</col>	interface	combAchvmt	
Description: <colNum0>Kill two Tormented Demons within <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Hit three Tormented Demons within <Num0> seconds using a ballista or a crossbow.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor after destroying six eggs.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor <Num0> times in <Num1>:<Num2>.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl in <Num0>:<Num1></col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl perfectly <Num0> times without leaving. To get a perfect kill, you must not take any avoidable damage from the Hueycoatl's lightning attack, tail slam attack or off-prayer projectile attacks.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl in less than <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Amoxliatl without losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Royal Titans without losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill Kree'arra in a privately rented instance without ever attacking him directly.</col>	interface	combAchvmt	
Description: <colNum0>Kill Kree'arra in a privately rented instance without taking any melee damage from the boss or his bodyguards.</col>	interface	combAchvmt	
Description: <colNum0>Kill Skotizo with the final source of damage being a Chinchompa explosion.</col>	interface	combAchvmt	
Description: <colNum0>Kill Cerberus without any of the Summoned Souls being spawned.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians <Num0> times in a row without leaving the instance, whilst completing the Perfect Grotesque Guardians task every time.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Grotesque Guardians in less than <Num0>:<Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without taking damage from: Tornadoes, Damaging Floor or Stomp Attacks. Also, do not take damage off prayer and do not attack the Corrupted Hunllef with the wrong weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without making any armour within the Corrupted Gauntlet.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef with a full set of perfected corrupted armour equipped.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Corrupted Gauntlet in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef without taking damage from: Tornadoes, Damaging Floor or Stomp Attacks. Also, do not take damage off prayer and do not attack the Crystalline Hunllef with the wrong weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Crystalline Hunllef without making any armour within the Gauntlet.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Gauntlet in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without being hit by the acid pool attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without being hit by the lightning attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without being hit by the flame wall attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without empowering it.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without letting it spawn a flame wall attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra without taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra in less than <Num0> minute <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra <Num0> times without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight caves without letting any of the Yt-MejKot heal.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves without being attacked by a Tz-Kih.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Nightmare without any player taking damage from the following attacks: Nightmare rifts, an un-cured parasite explosion, Corpse flowers or the Nightmare's Surge. Also, no player can take damage off prayer or have their attacks slowed by the Nightmare spores.</col>	interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana in a privately rented instance without attacking her directly.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah whilst taking no damage from the following: Snakelings, Venom Clouds, Zulrah's Green or Crimson phase.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah in less than <Num0> minute, without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill The Maiden of Sugadinti without anyone in the team losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill The Maiden of Sugadinti without anyone in the team taking damage from the following sources: Blood Spawn projectiles and Blood Spawn trails. Also, without taking damage off prayer and without letting any of the Nylocas Matomenos heal The Maiden.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Pestilent Bloat before he shuts down for the third time.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Pestilent Bloat without anyone in the team taking damage from the following sources: Pestilent flies, Falling body parts or The Pestilent Bloats stomp attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Nylocas Vasilias without anyone in the team attacking any Nylocas with the wrong attack style, without letting a pillar collapse and without getting hit by any of the Nylocas Vasilias attacks whilst off prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sotetseg after surviving at least <Num0> ball attacks without sharing the damage and without anyone dying throughout the fight.</col>	interface	combAchvmt	
Description: <colNum0>Kill Sotetseg without anyone in the team stepping on the wrong tile in the maze, without getting hit by the tornado and without taking any damage from Sotetseg's attacks whilst off prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill Xarpus without anyone in the team using a ranged or magic weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill Xarpus without anyone in the team taking any damage from Xarpus' attacks and without letting an exhumed heal Xarpus more than twice.</col>	interface	combAchvmt	
Description: <colNum0>Kill Verzik without any Nylocas being frozen and without anyone taking damage from the Nylocas.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Verzik Vitur without anyone in the team taking damage from Verzik Vitur's attacks other than her spider form's correctly prayed against regular magical and ranged attacks.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood without any member of the team equipping a Scythe of Vitur.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (Trio) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (<Num0>-scale) in less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Hit Vorkath <Num0> times during the acid special without getting hit by his rapid fire or the acid pools.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath <Num0> times without taking any damage from his special attacks and without leaving his area.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath in less than <Num0> minute and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath <Num0> times without leaving his area.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Chambers of Xeric: Challenge Mode <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge mode raid without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric Challenge mode (Solo) raid without dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge Mode (Solo) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge Mode (<Num0>-scale) in less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge Mode (Trio) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Clear the Tightrope room without Killing any Deathly Mages or Deathly Rangers.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric solo raid with more than <Num0> points.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Great Olm in a solo raid without letting him use any of the following special attacks in his second to last phase: Crystal Burst, Lightning Walls, Teleportation Portals or left-hand autohealing.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vasa Nistirio before he performs his teleport attack for the second time.</col>	interface	combAchvmt	
Description: <colNum0>Kill Tekton before he returns to his anvil for a second time after the fight begins.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric solo raid without dying.</col>	interface	combAchvmt	
Description: <colNum0>Clear the Crystal Crabs room without wasting an orb after the first crystal has been activated.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Great Olm in a solo raid without taking damage from any of the following: Teleport portals, Fire Walls, Healing pools, Crystal Bombs, Crystal Burst or Prayer Orbs. You also cannot let his claws regenerate or take damage from the same acid pool back to back.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Great Olm in a trio raid without any team member taking damage from any of the following: Teleport portals, Fire Walls, Healing pools, Crystal Bombs, Crystal Burst or Prayer Orbs. You also cannot let his claws regenerate or take damage from the same acid pool back to back.</col>	interface	combAchvmt	
Description: <colNum0>Kill Tekton without taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (Solo) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (Trio) in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (<Num0>-scale) in less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting a pillar fall before wave <Num0>.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fourth challenge.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fourth challenge with only melee.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge without having anything in your inventory.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge while using a different attack style for each JalTok-Jad.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode within the challenge time.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Entry Mode in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare within <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare while killing every husk and parasite in one hit.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare without her disabling your prayer.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare without letting a sleepwalker reach her during the desperation phase.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex without letting her heal from her Blood Siphon special attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone taking damage from any Ice special attack.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone being hit by the Smoke Dash special attack</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex with three or less players inside the arena at the start of the fight.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone being hit by the Shadow Smash attack.</col>	interface	combAchvmt	
Description: <colNum0>Complete a full Tombs of Amascut raid only using supplies given inside the tomb and without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (normal) within <Num0> mins at any group size.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut raid at level <Num0> or above without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (Expert mode) <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba with all Ba-Ba invocations activated and the path levelled up to at least four, without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Zebak with all Zebak invocations activated and the path levelled up to at least four, without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Kephri with all Kephri invocations activated and the path levelled up to at least four, without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Kephri without letting her heal above <Num0>% after the first down. The 'Medic' invocation must be activated. You must do this without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Elidinis' Warden in phase three of the Wardens fight with 'Aerial Assault', 'Stay vigilant' and 'Insanity' invocations activated and without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Wardens with all Wardens invocations activated, at expert level and without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut with the "On a diet" and "Dehydration" invocations activated and without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut without anyone in your party wearing or holding any equipment at tier <Num0> or above.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Zebak using only melee attacks and without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Complete phase three of The Wardens in a group of two or more, using only melee attacks and without dying yourself. The 'Insanity' invocation must be activated.</col>	interface	combAchvmt	
Description: <colNum0>Complete Akkha in a group of two or more, without anyone taking any hits from the following: Akkha's attacks off-prayer, Akkha's special attacks (orbs, memory, detonate), exploding shadow timers, orbs in the enrage phase or attacking Akkha with the wrong style. Hits for zero damage still count. You must have all Akkha invocations activated.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba in a group of two or more, without anyone taking any hits from the following: Ba-Ba's Attacks off-prayer, Ba-Ba's slam, rolling boulders, rubble attack or falling rocks. Hits for zero damage still count. No sarcophagi may be opened. You must have all Ba-Ba invocations activated.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Zebak without anyone taking any hits from: poison, Zebak's basic attacks off-prayer, blood spawns and waves. You also must not push more than two jugs on the roar attack during the fight (you may destroy stationary ones). Hits for zero damage still count. You must have all Zebak invocations activated.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Scabaras room in less than a minute without anyone taking any damage from puzzles.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Kephri in a group of two or more, without anyone taking any hits from the following: egg explosions, Kephri's attacks, Exploding Scarabs, Bodyguards, dung attacks. Hits for zero damage still count. No eggs may hatch throughout the fight.</col>	interface	combAchvmt	
Description: <colNum0>Defeat The Wardens in a group of two or more, without anyone taking avoidable hits from the following: Warden attacks, obelisk attacks, lightning attacks in phase three, skull attack in phase three, Demi god attacks in phase three. Hits for zero damage still count. You must have all Wardens invocations activated.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah by only dealing damage to it with a salamander.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah <Num0> times in one trip.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah without taking any avoidable damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah whilst it is surrounded by spikes.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer without taking avoidable damage <Num0> times without leaving.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis in less than <Num0>:<Num1> without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus without taking any avoidable damage, whilst also never running.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus without taking any avoidable damage <Num0> times without leaving.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan without stunning the boss more than once.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan perfectly <Num0> times without leaving.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis with gear worth <Num0>m or less in total.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis perfectly <Num0> times without leaving.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit once.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit using only a Spear, Hasta or Halberd.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit after Fortis Saluting to the North, East, South and West of the arena while he's below <Num0>% Hitpoints.</col>	interface	combAchvmt	
Description: <colNum0>Complete Wave <Num0> with either "Red Flag", "Dynamic Duo", or "Doom II" active.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Colosseum with a total time of <Num0>:<Num1> or less.</col>	interface	combAchvmt	
Description: <colNum0>Kill three Tormented Demons within <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor perfectly, without taking damage from Araxxor's Mage & Range attacks, melee attack off prayer, araxyte minions damage, or damage from acid pools.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor without ever having venom or poison immunity.</col>	interface	combAchvmt	
Description: <colNum0>Have an Araxyte kill three other Araxytes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor <Num0> times without leaving.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl using only dragonbane weaponry.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl in <Num0>:<Num1> with five or fewer players.</col>	interface	combAchvmt	
Description: <colNum0>Kill Kree'arra by only dealing damage to him with a salamander.</col>	interface	combAchvmt	
Description: <colNum0>Kill Kree'arra <Num0> times in a privately rented instance without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor <Num0> times consecutively in a privately rented instance without taking any damage from his bodyguards.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor in a privately rented instance without taking any damage from the boss or bodyguards.</col>	interface	combAchvmt	
Description: <colNum0>Kill General Graardor <Num0> times in a privately rented instance without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without making an egniol potion within the Corrupted Gauntlet.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without making more than one attuned weapon.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra using only Dharok's Greataxe as a weapon whilst having no more than <Num0> Hitpoints throughout the entire fight.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves without TzTok-Jad being healed by a Yt-HurKot.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves without losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Nightmare solo without the Parasites healing the boss for more than <Num0> health.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Nightmare without any player losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Nightmare (<Num0>-scale) in less than <Num1>:<Num2> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana in a privately rented instance without taking any damage from the boss or bodyguards.</col>	interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana <Num0> times in a privately rented instance without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Kill Zulrah in less than <Num0> seconds, without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood without anyone dying through any means and whilst everyone in the team completes the following Combat Achievement tasks in a single run: "Perfect Maiden", "Perfect Bloat", "Perfect Nylocas", "Perfect Sotetseg", "Perfect Xarpus" and "Perfect Verzik".</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood without any member of the team equipping a non-barrows weapon (except Dawnbringer).</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (Duo) in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (Trio) in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (<Num0>-scale) in less than <Num1> minutes and <Num2> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath without losing any prayer points.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath with only your fists.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vorkath in less than <Num0> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge Mode (Solo) in less than <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (<Num0>-scale) in less than <Num1> minutes and <Num2> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth in a privately rented instance without ever being hit by his bodyguards.</col>	interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth <Num0> times in a privately rented instance without leaving the room.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Inferno <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting Jal-ImKot dig during any wave in the Inferno.</col>	interface	combAchvmt	
Description: <colNum0>Complete wave <Num0> of the Inferno within <Num1> seconds of the first JalTok-Jad dying.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without being attacked by TzKal-Zuk and without taking damage from a JalTok-Jad.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting your hitpoints fall below <Num0> during any wave in the Inferno.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without equipping a Twisted Bow within the Inferno.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without using any magic spells during any wave in the Inferno.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without equipping any range or mage weapons before wave <Num0>.</col>	interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without killing the JalTok-Jad which spawns during wave <Num0>.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Inferno in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's sixth challenge.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fifth challenge in less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fifth and sixth challenges back to back without failing.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Maiden of Sugadinti in the Theatre of Blood: Hard Mode without letting blood spawns create more than <Num0> blood trails.</col>	interface	combAchvmt	
Description: <colNum0>Defeat the Pestilent Bloat in the Theatre of Blood: Hard Mode with at least <Num0> people in the room, without anyone in your team standing on top of each other.</col>	interface	combAchvmt	
Description: <colNum0>In the Theatre of Blood: Hard Mode, complete the Nylocas room without ever letting the Nylocas Prinkipas change styles.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sotetseg in the Theatre of Blood: Hard Mode without anyone sharing the ball with anyone, without anyone dying, and without anyone taking damage from any of its other attacks or stepping on the wrong tile in the maze.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Xarpus in the Theatre of Blood: Hard Mode after letting the exhumeds heal him to full health and without anyone in the team taking any damage.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone in your team causing a Nylocas to explode by getting too close.</col>	interface	combAchvmt	
Description: <colNum0>When Verzik Vitur in the Theatre of Blood: Hard Mode uses her yellow power blast attack while the tornadoes are active, have everyone get through the attack without taking damage. This cannot be completed with one player alive</col>	interface	combAchvmt	
Description: <colNum0>Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone attacking her with a melee weapon during her third phase.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode within the challenge time, with no deaths and without anyone buying anything from a supply chest.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode (Trio) with an overall time of less than <Num0> minutes.</col>	interface	combAchvmt	
Description: <colNum0> Complete the Theatre of Blood: Hard Mode (<Num0>-scale) with an overall time of less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode (<Num0>-scale) with an overall time of less than <Num1> minutes.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare while only taking damage from husks, power blasts and weakened parasites. Also, without becoming infected by spores or letting a sleepwalker reach Phosani's Nightmare.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare within <Num0> minutes and <Num1> seconds.</col>	interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare <Num0> times in a row without leaving Phosani's Dream.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex with two or less players inside the arena at the start of the fight.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex whilst a player is coughing.</col>	interface	combAchvmt	
Description: <colNum0>Kill Nex whilst completing the requirements for There is no escape, Shadows move, A siphon will solve this, and Contain this!</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (expert) within <Num0> mins at any group size.</col>	interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut at raid level <Num0> or above without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Complete a Tombs of Amascut raid with every single boss invocation activated and without anyone dying.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Akkha with all Akkha invocations activated and the path levelled up to at least four, without dying yourself.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Zebak without losing a single prayer point. You must also meet the conditions of the 'Rockin' Around The Croc' achievement.</col>	interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Het' and 'Perfect Akkha' in a single run of the Tombs of Amascut.</col>	interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Apmeken' and 'Perfect Ba-Ba' in a single run of the Tombs of Amascut.</col>	interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Crondis' and 'Perfect Zebak' in a single run of the Tombs of Amascut.</col>	interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Scabaras' and 'Perfect Kephri' in a single run of Tombs of Amascut.</col>	interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Wardens' at expert or above.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah whilst completing Walk Straight Pray True, Space is Tight & Can't Escape.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah in less than <Num0> minute and <Num1> seconds without a slayer task.</col>	interface	combAchvmt	
Description: <colNum0>Kill Awakened Duke Sucellus.</col>	interface	combAchvmt	
Description: <colNum0>Kill Awakened Vardorvis.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Awakened Whisperer.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Awakened Leviathan.</col>	interface	combAchvmt	
Description: <colNum0>Kill Vardorvis after surviving for <Num0> minutes of Vardorvis' max speed, and never leaving the centre <Num1> tiles.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Leviathan using only Mithril ammunition whilst having no more than <Num0> Hitpoints throughout the entire fight.</col>	interface	combAchvmt	
Description: <colNum0>Kill the Whisperer whilst spending less than <Num0> seconds in the pre-enrage shadow realm.</col>	interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus whilst only attacking the boss on the same tick Duke attacks you.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit <Num0> times.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit without running during the fight with him.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit without taking any damage from his Spear, Shield, Grapple or Triple Attack.</col>	interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit with the "Bees! II", "Quartet", and "Solarflare II" modifiers active.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor perfectly, without hitting it during the enrage phase.</col>	interface	combAchvmt	
Description: <colNum0>Kill Araxxor without the boss ever moving.</col>	interface	combAchvmt	
